respondent_id,field_day,supplier,screener_version,loi_minutes,age_band,gender,region,education,urbanicity,aware,consider,used_12m,b1,b2,b3,b4,b5,b6,b7,b8
R00856,5,Colwyn,v2_12month,4.9,35-54,Male,South,Some college,Urban,0,0,0,5,4,2,1,4,3,1,5
R00857,4,Colwyn,v2_12month,7.5,35-54,Female,South,High school or less,Urban,1,1,1,1,2,3,4,2,3,4,5
R00858,6,Colwyn,v2_12month,8.3,18-34,Male,Northeast,Bachelor's or higher,Urban,1,0,0,3,2,1,5,4,3,2,1
R00859,1,Meridian,v1_3month,6.6,35-54,Female,Northeast,Some college,Rural,1,1,0,5,1,3,4,4,5,2,3
R00860,9,Colwyn,v2_12month,7.0,35-54,Male,Northeast,High school or less,Suburban,1,1,1,2,3,5,1,3,4,1,2
R00861,8,Colwyn,v2_12month,9.1,35-54,Female,Midwest,Bachelor's or higher,Suburban,1,0,0,1,5,4,3,5,4,3,2
R00862,4,Colwyn,v2_12month,9.1,55-64,Male,West,High school or less,Urban,1,1,1,2,3,4,5,3,4,5,1
R00863,6,Colwyn,v2_12month,9.5,35-54,Female,West,Bachelor's or higher,Rural,1,1,1,3,2,5,4,2,1,4,3
R00864,9,Colwyn,v2_12month,6.5,18-34,Female,South,Some college,Suburban,1,0,0,4,5,2,3,3,4,1,2
R00865,8,Colwyn,v2_12month,6.0,18-34,Female,South,Some college,Urban,0,0,0,3,3,3,3,3,3,3,3
R00866,5,Colwyn,v2_12month,7.7,18-34,Male,West,High school or less,Urban,0,0,0,3,4,5,1,2,3,4,5
R00867,9,Colwyn,v2_12month,5.1,35-54,Female,South,High school or less,Rural,0,0,0,1,5,3,2,2,1,4,3
R00868,8,Colwyn,v2_12month,8.9,35-54,Female,South,High school or less,Suburban,1,1,1,5,1,3,4,1,2,4,5
R00869,9,Colwyn,v2_12month,6.1,18-34,Male,South,Some college,Urban,1,1,1,1,5,4,3,5,4,3,2
R00870,5,Colwyn,v2_12month,10.0,35-54,Male,South,Some college,Rural,1,0,0,3,2,5,4,2,1,4,3
R00871,3,Meridian,v2_12month,7.4,18-34,Female,South,High school or less,Suburban,0,0,0,3,3,3,3,3,3,3,3
R00872,8,Colwyn,v2_12month,5.5,18-34,Male,West,Bachelor's or higher,Urban,0,0,0,1,5,4,3,5,4,3,2
R00873,4,Colwyn,v2_12month,6.4,18-34,Female,Midwest,Bachelor's or higher,Urban,0,0,0,4,5,2,3,5,1,3,4
R00874,7,Colwyn,v2_12month,8.5,35-54,Male,Midwest,High school or less,Urban,1,0,0,2,1,4,3,3,2,5,4
R00875,7,Colwyn,v2_12month,9.0,18-34,Female,Northeast,Bachelor's or higher,Urban,1,0,0,4,5,1,2,3,4,5,1
R00876,7,Colwyn,v2_12month,8.1,35-54,Female,South,Some college,Urban,1,0,0,2,1,5,4,3,2,1,5
R00877,1,Meridian,v1_3month,5.8,35-54,Male,Midwest,High school or less,Suburban,1,0,0,3,4,1,2,2,3,5,1
R00878,4,Colwyn,v2_12month,8.5,18-34,Male,Midwest,Some college,Urban,0,0,0,2,1,4,3,1,5,3,2
R00879,1,Meridian,v1_3month,8.3,35-54,Female,Midwest,High school or less,Urban,1,1,0,5,1,2,3,1,2,3,4
R00880,3,Meridian,v2_12month,6.1,35-54,Male,Northeast,Bachelor's or higher,Suburban,1,0,0,4,5,1,2,3,4,5,1
R00881,9,Colwyn,v2_12month,8.3,18-34,Female,West,Some college,Urban,1,0,0,4,3,1,5,5,4,2,1
R00882,8,Colwyn,v2_12month,6.5,18-34,Male,South,Bachelor's or higher,Urban,0,0,0,3,4,1,2,2,3,5,1
R00883,7,Colwyn,v2_12month,7.7,55-64,Female,South,Bachelor's or higher,Rural,1,0,0,4,3,2,1,5,4,3,2
R00884,8,Colwyn,v2_12month,10.0,65+,Female,South,Bachelor's or higher,Suburban,1,0,0,3,4,5,1,4,5,1,2
R00885,5,Colwyn,v2_12month,6.2,55-64,Male,Midwest,High school or less,Rural,1,1,1,4,3,1,5,3,2,5,4
R00886,7,Colwyn,v2_12month,6.5,18-34,Male,West,Bachelor's or higher,Urban,0,0,0,4,5,2,3,5,1,3,4
R00887,9,Colwyn,v2_12month,2.7,18-34,Female,South,Some college,Suburban,0,0,0,4,3,2,1,3,2,1,5
R00888,6,Colwyn,v2_12month,5.9,18-34,Male,West,Some college,Urban,1,1,1,3,3,3,3,3,3,3,3
R00889,6,Colwyn,v2_12month,6.2,35-54,Female,Northeast,Some college,Rural,1,0,0,4,3,1,5,5,4,2,1
R00890,5,Colwyn,v2_12month,6.4,35-54,Female,South,Some college,Urban,1,0,0,1,5,4,3,5,4,3,2
R00891,8,Colwyn,v2_12month,8.0,18-34,Male,Northeast,Some college,Urban,0,0,0,4,5,2,3,5,1,3,4
R00892,6,Colwyn,v2_12month,5.6,18-34,Male,South,Some college,Urban,1,0,0,2,1,4,3,1,5,3,2
R00893,4,Colwyn,v2_12month,9.4,18-34,Male,South,Some college,Suburban,0,0,0,1,1,1,1,1,1,1,1
R00894,5,Colwyn,v2_12month,9.3,35-54,Female,South,High school or less,Urban,1,0,0,5,4,3,2,1,5,4,3
R00895,3,Meridian,v2_12month,7.6,65+,Male,Midwest,Some college,Urban,0,0,0,3,4,1,2,2,3,5,1
R00896,9,Colwyn,v2_12month,8.1,18-34,Female,South,Bachelor's or higher,Urban,1,0,0,2,1,4,3,3,2,5,4
R00897,8,Colwyn,v2_12month,8.9,55-64,Female,West,Some college,Urban,0,0,0,5,1,2,3,4,5,1,2
R00898,3,Meridian,v2_12month,4.8,35-54,Male,Midwest,Some college,Urban,0,0,0,4,3,2,1,3,2,1,5
R00899,9,Colwyn,v2_12month,5.7,18-34,Male,Northeast,Some college,Suburban,0,0,0,2,3,5,1,3,4,1,2
R00900,6,Colwyn,v2_12month,8.1,55-64,Male,West,High school or less,Suburban,1,0,0,2,1,4,3,3,2,5,4
R00901,8,Colwyn,v2_12month,7.1,18-34,Female,South,High school or less,Suburban,1,0,0,1,2,3,4,5,1,2,3
R00902,4,Colwyn,v2_12month,7.4,18-34,Male,West,Bachelor's or higher,Suburban,0,0,0,4,3,2,1,5,4,3,2
R00903,4,Colwyn,v2_12month,7.9,18-34,Male,Midwest,Bachelor's or higher,Urban,1,1,1,1,2,4,5,5,1,3,4
R00904,6,Colwyn,v2_12month,9.9,18-34,Male,South,Bachelor's or higher,Suburban,1,0,0,1,5,3,2,5,4,2,1
R00905,4,Colwyn,v2_12month,9.8,35-54,Female,South,Some college,Urban,1,1,0,4,5,1,2,5,1,2,3
R00906,1,Meridian,v1_3month,9.7,35-54,Female,Midwest,High school or less,Suburban,0,0,0,2,1,5,4,1,5,4,3
R00907,5,Colwyn,v2_12month,6.1,35-54,Female,South,High school or less,Suburban,1,0,0,5,1,3,4,1,2,4,5
R00908,4,Colwyn,v2_12month,9.9,55-64,Female,South,Some college,Urban,1,0,0,1,5,3,2,2,1,4,3
R00909,9,Colwyn,v2_12month,5.2,35-54,Male,Midwest,High school or less,Urban,0,0,0,3,4,5,1,2,3,4,5
R00910,1,Meridian,v1_3month,8.0,35-54,Female,Northeast,Bachelor's or higher,Suburban,0,0,0,1,2,4,5,5,1,3,4
R00911,4,Colwyn,v2_12month,9.2,65+,Male,South,High school or less,Urban,1,0,0,5,4,3,2,1,5,4,3
R00912,6,Colwyn,v2_12month,7.7,35-54,Female,South,High school or less,Suburban,1,0,0,5,1,2,3,4,5,1,2
R00913,7,Colwyn,v2_12month,6.9,18-34,Female,South,Some college,Suburban,1,1,1,5,4,2,1,1,5,3,2
R00914,2,Meridian,v1_3month,5.1,65+,Male,South,Some college,Rural,0,0,0,4,5,2,3,5,1,3,4
R00915,3,Meridian,v2_12month,7.6,35-54,Female,West,Bachelor's or higher,Suburban,1,0,0,5,4,3,2,4,3,2,1
R00916,3,Meridian,v2_12month,5.1,35-54,Male,West,Bachelor's or higher,Urban,1,1,0,5,1,2,3,1,2,3,4
R00917,8,Colwyn,v2_12month,9.6,18-34,Female,South,Bachelor's or higher,Urban,1,0,0,2,2,2,2,2,2,2,2
R00918,5,Colwyn,v2_12month,7.9,35-54,Male,West,Bachelor's or higher,Rural,1,0,0,3,4,1,2,2,3,5,1
R00919,2,Meridian,v1_3month,7.4,35-54,Female,West,Bachelor's or higher,Suburban,1,1,1,1,5,4,3,2,1,5,4
R00920,2,Meridian,v1_3month,7.2,65+,Female,Midwest,High school or less,Suburban,1,1,1,2,1,5,4,1,5,4,3
R00921,7,Colwyn,v2_12month,7.9,35-54,Female,South,High school or less,Suburban,1,0,0,5,1,3,4,1,2,4,5
R00922,7,Colwyn,v2_12month,6.3,18-34,Male,West,Bachelor's or higher,Suburban,0,0,0,4,3,1,5,3,2,5,4
R00923,6,Colwyn,v2_12month,8.9,18-34,Male,South,Some college,Suburban,1,1,1,5,1,2,3,1,2,3,4
R00924,9,Colwyn,v2_12month,9.6,35-54,Male,West,High school or less,Suburban,1,1,1,4,3,2,1,5,4,3,2
R00925,5,Colwyn,v2_12month,6.2,35-54,Male,South,Some college,Urban,1,1,1,5,1,3,4,4,5,2,3
R00926,8,Colwyn,v2_12month,7.1,18-34,Male,West,Bachelor's or higher,Rural,0,0,0,4,3,1,5,5,4,2,1
R00927,3,Meridian,v2_12month,7.5,18-34,Female,South,Bachelor's or higher,Suburban,1,0,0,4,5,1,2,3,4,5,1
R00928,8,Colwyn,v2_12month,8.6,18-34,Female,South,Bachelor's or higher,Suburban,1,0,0,4,3,2,1,3,2,1,5
R00929,3,Meridian,v2_12month,2.3,55-64,Female,West,Some college,Urban,0,0,0,2,3,5,1,3,4,1,2
R00930,1,Meridian,v1_3month,6.0,18-34,Female,Midwest,Bachelor's or higher,Urban,0,0,0,4,5,1,2,3,4,5,1
R00931,4,Colwyn,v2_12month,8.4,18-34,Male,Midwest,Bachelor's or higher,Rural,1,0,0,2,1,4,3,3,2,5,4
R00932,4,Colwyn,v2_12month,6.8,18-34,Female,South,Bachelor's or higher,Suburban,0,0,0,3,4,1,2,2,3,5,1
R00933,8,Colwyn,v2_12month,9.3,35-54,Male,Northeast,High school or less,Urban,1,0,0,3,2,1,5,4,3,1,5
R00934,4,Colwyn,v2_12month,9.5,35-54,Male,West,High school or less,Urban,1,1,0,1,2,3,4,2,3,4,5
R00935,4,Colwyn,v2_12month,9.8,35-54,Female,South,Bachelor's or higher,Rural,0,0,0,3,2,5,4,2,1,4,3
R00936,9,Colwyn,v2_12month,5.1,18-34,Female,South,Bachelor's or higher,Urban,1,0,0,3,4,1,2,4,5,2,3
R00937,5,Colwyn,v2_12month,7.2,18-34,Female,West,High school or less,Urban,1,0,0,1,5,4,3,5,4,3,2
R00938,9,Colwyn,v2_12month,2.5,65+,Female,South,High school or less,Urban,0,0,0,1,2,3,4,5,1,2,3
R00939,8,Colwyn,v2_12month,8.8,35-54,Male,Northeast,Some college,Urban,1,0,0,1,5,3,2,2,1,4,3
R00940,5,Colwyn,v2_12month,5.1,35-54,Female,South,Bachelor's or higher,Urban,1,0,0,1,5,3,2,5,4,2,1
R00941,2,Meridian,v1_3month,10.0,65+,Male,West,Some college,Urban,1,0,0,4,5,1,2,5,1,2,3
R00942,3,Meridian,v2_12month,7.7,18-34,Female,West,High school or less,Urban,0,0,0,4,3,2,1,3,2,1,5
R00943,7,Colwyn,v2_12month,5.6,35-54,Female,West,Bachelor's or higher,Urban,0,0,0,1,2,4,5,2,3,5,1
R00944,5,Colwyn,v2_12month,8.9,18-34,Male,West,Bachelor's or higher,Suburban,0,0,0,5,4,2,1,1,5,3,2
R00945,3,Meridian,v2_12month,1.8,65+,Female,South,Bachelor's or higher,Rural,1,1,0,2,3,4,5,1,2,3,4
R00946,6,Colwyn,v2_12month,9.8,35-54,Male,Midwest,High school or less,Suburban,0,0,0,5,4,3,2,1,5,4,3
R00947,1,Meridian,v1_3month,2.0,35-54,Female,West,Bachelor's or higher,Rural,1,1,1,1,2,4,5,5,1,3,4
R00948,4,Colwyn,v2_12month,9.0,35-54,Female,West,Some college,Suburban,1,0,0,4,3,1,5,3,2,5,4
R00949,8,Colwyn,v2_12month,9.9,18-34,Male,South,Bachelor's or higher,Urban,0,0,0,5,5,5,5,5,5,5,5
R00950,3,Meridian,v2_12month,7.3,35-54,Female,South,Bachelor's or higher,Suburban,1,0,0,3,4,1,2,4,5,2,3
R00951,7,Colwyn,v2_12month,9.6,18-34,Male,South,Some college,Rural,1,0,0,2,1,5,4,1,5,4,3
R00952,8,Colwyn,v2_12month,4.9,35-54,Female,Northeast,Some college,Urban,1,0,0,3,4,5,1,4,5,1,2
R00953,3,Meridian,v2_12month,8.7,18-34,Female,West,Bachelor's or higher,Suburban,1,1,1,4,3,1,5,3,2,5,4
R00954,6,Colwyn,v2_12month,8.6,18-34,Female,West,Bachelor's or higher,Suburban,0,0,0,4,5,2,3,3,4,1,2
R00955,5,Colwyn,v2_12month,7.0,18-34,Female,Northeast,Some college,Urban,1,0,0,3,2,1,5,4,3,2,1
R00956,7,Colwyn,v2_12month,9.9,18-34,Male,West,Bachelor's or higher,Urban,0,0,0,4,5,1,2,3,4,5,1
R00957,9,Colwyn,v2_12month,9.6,35-54,Female,South,High school or less,Urban,1,1,1,2,1,4,3,3,2,5,4
R00958,7,Colwyn,v2_12month,7.6,18-34,Male,West,Some college,Suburban,1,1,0,2,3,5,1,3,4,1,2
R00959,4,Colwyn,v2_12month,6.0,35-54,Female,South,High school or less,Urban,0,0,0,4,3,2,1,3,2,1,5
R00960,1,Meridian,v1_3month,6.9,18-34,Female,South,Bachelor's or higher,Urban,1,0,0,1,5,4,3,2,1,5,4
R00961,2,Meridian,v1_3month,7.4,35-54,Female,South,Bachelor's or higher,Suburban,0,0,0,4,5,2,3,3,4,1,2
R00962,5,Colwyn,v2_12month,9.0,18-34,Male,Midwest,Bachelor's or higher,Urban,0,0,0,2,1,4,3,3,2,5,4
R00963,6,Colwyn,v2_12month,8.8,18-34,Male,West,Some college,Suburban,0,0,0,3,4,5,1,2,3,4,5
R00964,4,Colwyn,v2_12month,6.6,18-34,Male,West,Some college,Urban,1,0,0,2,1,5,4,1,5,4,3
R00965,8,Colwyn,v2_12month,5.7,18-34,Male,West,Bachelor's or higher,Urban,1,0,0,3,4,1,2,4,5,2,3
R00966,6,Colwyn,v2_12month,9.2,35-54,Female,West,Bachelor's or higher,Urban,0,0,0,3,2,5,4,2,1,4,3
R00967,9,Colwyn,v2_12month,4.9,55-64,Male,West,Some college,Urban,1,1,0,2,3,4,5,3,4,5,1
R00968,7,Colwyn,v2_12month,7.6,55-64,Male,South,Bachelor's or higher,Urban,1,0,0,2,2,2,2,2,2,2,2
R00969,9,Colwyn,v2_12month,7.5,18-34,Female,South,Bachelor's or higher,Urban,1,0,0,1,2,4,5,5,1,3,4
R00970,2,Meridian,v1_3month,6.2,18-34,Male,West,Bachelor's or higher,Urban,0,0,0,2,3,4,5,3,4,5,1
R00971,8,Colwyn,v2_12month,7.6,18-34,Female,South,High school or less,Urban,1,0,0,3,2,5,4,2,1,4,3
R00972,9,Colwyn,v2_12month,8.0,18-34,Female,Midwest,High school or less,Urban,0,0,0,3,4,1,2,4,5,2,3
R00973,3,Meridian,v2_12month,7.3,35-54,Male,West,Bachelor's or higher,Urban,1,1,1,3,2,1,5,2,1,5,4
R00974,5,Colwyn,v2_12month,7.6,35-54,Female,South,High school or less,Suburban,0,0,0,3,4,5,1,2,3,4,5
R00975,4,Colwyn,v2_12month,9.8,35-54,Male,Midwest,Bachelor's or higher,Urban,1,0,0,3,3,3,3,3,3,3,3
R00976,1,Meridian,v1_3month,7.9,35-54,Female,South,Bachelor's or higher,Suburban,1,1,0,2,3,5,1,1,2,4,5
R00977,9,Colwyn,v2_12month,9.1,18-34,Male,South,High school or less,Urban,1,0,0,3,2,1,5,4,3,2,1
R00978,3,Meridian,v2_12month,5.3,18-34,Female,Northeast,Some college,Suburban,1,0,0,3,4,5,1,4,5,1,2
R00979,8,Colwyn,v2_12month,5.5,55-64,Male,Northeast,High school or less,Urban,1,0,0,5,4,2,1,4,3,1,5
R00980,1,Meridian,v1_3month,5.0,35-54,Male,Midwest,Some college,Rural,1,1,1,3,2,5,4,4,3,1,5
R00981,8,Colwyn,v2_12month,8.9,18-34,Female,Northeast,High school or less,Urban,0,0,0,4,5,1,2,3,4,5,1
R00982,4,Colwyn,v2_12month,7.6,18-34,Female,Northeast,High school or less,Urban,1,0,0,4,3,2,1,5,4,3,2
R00983,7,Colwyn,v2_12month,9.2,18-34,Female,West,Bachelor's or higher,Urban,1,0,0,5,1,3,4,4,5,2,3
R00984,2,Meridian,v1_3month,9.2,18-34,Female,Northeast,High school or less,Rural,1,0,0,4,3,1,5,3,2,5,4
R00985,4,Colwyn,v2_12month,7.7,18-34,Female,South,High school or less,Urban,1,0,0,4,5,1,2,5,1,2,3
R00986,6,Colwyn,v2_12month,7.1,35-54,Female,South,Bachelor's or higher,Urban,1,0,0,1,5,4,3,5,4,3,2
R00987,4,Colwyn,v2_12month,8.0,18-34,Female,South,Bachelor's or higher,Urban,1,1,1,3,4,1,2,4,5,2,3
R00988,4,Colwyn,v2_12month,5.3,35-54,Male,West,Some college,Urban,1,0,0,4,3,1,5,5,4,2,1
R00989,4,Colwyn,v2_12month,6.1,18-34,Male,South,Bachelor's or higher,Suburban,1,0,0,1,2,3,4,5,1,2,3
R00990,4,Colwyn,v2_12month,9.9,35-54,Male,Northeast,High school or less,Urban,1,0,0,2,3,5,1,1,2,4,5
R00991,5,Colwyn,v2_12month,9.3,35-54,Male,Northeast,Bachelor's or higher,Urban,0,0,0,1,5,4,3,2,1,5,4
R00992,1,Meridian,v1_3month,8.3,35-54,Female,Midwest,Bachelor's or higher,Suburban,0,0,0,3,4,5,1,2,3,4,5
R00993,9,Colwyn,v2_12month,8.5,18-34,Male,South,Bachelor's or higher,Urban,0,0,0,1,5,3,2,2,1,4,3
R00994,7,Colwyn,v2_12month,7.4,18-34,Female,South,Bachelor's or higher,Suburban,0,0,0,2,3,5,1,3,4,1,2
R00995,6,Colwyn,v2_12month,9.0,18-34,Female,Midwest,Bachelor's or higher,Suburban,0,0,0,5,4,3,2,4,3,2,1
R00996,5,Colwyn,v2_12month,6.2,18-34,Female,Midwest,Bachelor's or higher,Suburban,1,0,0,5,1,2,3,1,2,3,4
R00997,9,Colwyn,v2_12month,6.4,18-34,Male,Midwest,Some college,Urban,0,0,0,3,2,5,4,2,1,4,3
R00998,3,Meridian,v2_12month,8.8,35-54,Female,West,High school or less,Suburban,0,0,0,5,1,3,4,4,5,2,3
R00999,2,Meridian,v1_3month,10.0,35-54,Male,West,Some college,Urban,0,0,0,5,4,3,2,1,5,4,3
R01000,4,Colwyn,v2_12month,9.3,55-64,Female,South,Some college,Rural,1,1,0,2,1,5,4,1,5,4,3
R01001,3,Meridian,v2_12month,5.4,35-54,Male,Northeast,Bachelor's or higher,Suburban,1,1,1,4,5,2,3,5,1,3,4
R01002,8,Colwyn,v2_12month,8.4,18-34,Female,West,Bachelor's or higher,Suburban,1,0,0,5,4,2,1,4,3,1,5
R01003,7,Colwyn,v2_12month,9.9,18-34,Male,West,Some college,Suburban,0,0,0,3,3,3,3,3,3,3,3
R01004,4,Colwyn,v2_12month,5.1,35-54,Male,West,High school or less,Rural,1,1,1,3,2,1,5,4,3,2,1
R01005,6,Colwyn,v2_12month,8.4,55-64,Female,West,Bachelor's or higher,Urban,1,0,0,4,5,2,3,3,4,1,2
R01006,8,Colwyn,v2_12month,9.4,18-34,Male,Northeast,High school or less,Suburban,0,0,0,3,2,5,4,4,3,1,5
R01007,6,Colwyn,v2_12month,8.0,18-34,Female,West,Some college,Urban,0,0,0,5,1,2,3,4,5,1,2
R01008,9,Colwyn,v2_12month,5.7,18-34,Female,South,High school or less,Urban,0,0,0,4,3,2,1,3,2,1,5
R01009,7,Colwyn,v2_12month,7.3,18-34,Male,West,Some college,Urban,1,0,0,2,3,5,1,3,4,1,2
R01010,6,Colwyn,v2_12month,6.9,65+,Male,West,High school or less,Urban,1,1,1,3,4,5,1,2,3,4,5
R01011,1,Meridian,v1_3month,8.7,18-34,Male,West,Bachelor's or higher,Suburban,0,0,0,2,1,4,3,3,2,5,4
R01012,1,Meridian,v1_3month,7.1,65+,Female,South,Bachelor's or higher,Urban,0,0,0,4,5,2,3,3,4,1,2
R01013,9,Colwyn,v2_12month,6.6,18-34,Female,South,Some college,Urban,0,0,0,2,1,5,4,3,2,1,5
R01014,9,Colwyn,v2_12month,9.8,35-54,Male,West,Some college,Urban,1,0,0,2,3,4,5,3,4,5,1
R01015,2,Meridian,v1_3month,9.0,55-64,Female,South,Bachelor's or higher,Urban,0,0,0,3,2,5,4,2,1,4,3
R01016,7,Colwyn,v2_12month,9.0,18-34,Female,West,Bachelor's or higher,Urban,0,0,0,4,4,4,4,4,4,4,4
R01017,9,Colwyn,v2_12month,6.4,18-34,Male,West,High school or less,Rural,1,0,0,3,2,1,5,2,1,5,4
R01018,7,Colwyn,v2_12month,8.7,55-64,Female,South,Some college,Urban,1,0,0,2,3,4,5,1,2,3,4
R01019,9,Colwyn,v2_12month,6.2,18-34,Female,Midwest,Some college,Rural,0,0,0,3,2,5,4,4,3,1,5
R01020,1,Meridian,v1_3month,5.5,65+,Male,West,Some college,Suburban,1,1,0,4,3,1,5,5,4,2,1
R01021,5,Colwyn,v2_12month,7.4,18-34,Female,Midwest,High school or less,Rural,0,0,0,1,2,3,4,5,1,2,3
R01022,6,Colwyn,v2_12month,8.3,35-54,Female,South,Bachelor's or higher,Urban,1,1,0,5,4,3,2,1,5,4,3
R01023,1,Meridian,v1_3month,6.6,35-54,Male,South,Bachelor's or higher,Rural,1,0,0,3,4,1,2,2,3,5,1
R01024,2,Meridian,v1_3month,5.2,18-34,Female,Northeast,Some college,Suburban,0,0,0,2,1,4,3,1,5,3,2
R01025,2,Meridian,v1_3month,8.9,35-54,Male,South,Some college,Suburban,1,1,0,1,2,3,4,2,3,4,5
R01026,6,Colwyn,v2_12month,8.9,18-34,Female,Midwest,Bachelor's or higher,Urban,1,0,0,2,1,5,4,1,5,4,3
R01027,9,Colwyn,v2_12month,6.7,18-34,Female,South,High school or less,Suburban,0,0,0,1,2,4,5,2,3,5,1
R01028,5,Colwyn,v2_12month,5.6,18-34,Female,South,Some college,Suburban,0,0,0,2,1,4,3,3,2,5,4
R01029,3,Meridian,v2_12month,6.0,55-64,Male,West,Some college,Rural,0,0,0,3,4,5,1,2,3,4,5
R01030,2,Meridian,v1_3month,2.0,65+,Female,West,High school or less,Suburban,1,0,0,5,1,3,4,4,5,2,3
R01031,5,Colwyn,v2_12month,4.9,18-34,Female,South,High school or less,Urban,1,0,0,5,4,3,2,1,5,4,3
R01032,7,Colwyn,v2_12month,8.6,35-54,Male,South,Some college,Urban,1,1,0,5,1,2,3,4,5,1,2
R01033,9,Colwyn,v2_12month,7.3,35-54,Female,West,High school or less,Suburban,0,0,0,4,3,1,5,5,4,2,1
R01034,3,Meridian,v2_12month,6.0,65+,Female,South,Bachelor's or higher,Urban,1,0,0,4,5,2,3,5,1,3,4
R01035,7,Colwyn,v2_12month,5.5,18-34,Female,South,Some college,Rural,0,0,0,1,1,1,1,1,1,1,1
R01036,7,Colwyn,v2_12month,1.8,18-34,Male,South,Some college,Suburban,0,0,0,3,4,5,1,4,5,1,2
R01037,3,Meridian,v2_12month,8.8,35-54,Female,West,Some college,Urban,1,1,1,5,4,2,1,4,3,1,5
R01038,1,Meridian,v1_3month,7.0,65+,Female,South,Some college,Suburban,1,1,1,1,2,4,5,5,1,3,4
R01039,6,Colwyn,v2_12month,9.5,35-54,Male,West,Bachelor's or higher,Suburban,1,0,0,1,5,4,3,2,1,5,4
R01040,5,Colwyn,v2_12month,7.3,35-54,Female,South,Some college,Urban,1,0,0,2,1,5,4,3,2,1,5
R01041,4,Colwyn,v2_12month,9.7,18-34,Female,South,Bachelor's or higher,Suburban,0,0,0,3,4,1,2,2,3,5,1
R01042,9,Colwyn,v2_12month,8.3,35-54,Female,South,Bachelor's or higher,Urban,1,1,1,1,5,3,2,2,1,4,3
R01043,1,Meridian,v1_3month,8.0,35-54,Male,West,Some college,Suburban,1,0,0,3,4,5,1,2,3,4,5
R01044,5,Colwyn,v2_12month,8.7,18-34,Female,Midwest,Some college,Urban,0,0,0,1,5,4,3,5,4,3,2
R01045,6,Colwyn,v2_12month,7.1,18-34,Male,South,Some college,Suburban,0,0,0,2,3,5,1,3,4,1,2
R01046,6,Colwyn,v2_12month,6.1,18-34,Male,West,High school or less,Rural,0,0,0,3,2,5,4,2,1,4,3
R01047,4,Colwyn,v2_12month,9.5,18-34,Female,Midwest,Bachelor's or higher,Suburban,1,0,0,1,2,3,4,2,3,4,5
R01048,2,Meridian,v1_3month,8.1,35-54,Male,South,High school or less,Urban,1,1,1,1,5,4,3,2,1,5,4
R01049,8,Colwyn,v2_12month,8.6,18-34,Female,West,High school or less,Suburban,1,0,0,5,1,3,4,4,5,2,3
R01050,9,Colwyn,v2_12month,5.3,18-34,Male,South,High school or less,Suburban,1,0,0,4,5,1,2,5,1,2,3
R01051,8,Colwyn,v2_12month,8.1,55-64,Female,South,Some college,Rural,1,1,1,3,2,5,4,2,1,4,3
R01052,8,Colwyn,v2_12month,5.3,35-54,Male,South,Some college,Rural,0,0,0,2,3,5,1,3,4,1,2
R01053,9,Colwyn,v2_12month,7.8,18-34,Male,South,Bachelor's or higher,Urban,1,0,0,4,3,2,1,3,2,1,5
R01054,4,Colwyn,v2_12month,7.9,18-34,Female,South,High school or less,Suburban,1,0,0,5,5,5,5,5,5,5,5
R01055,5,Colwyn,v2_12month,5.4,18-34,Female,South,High school or less,Urban,1,1,1,4,3,1,5,5,4,2,1
R01056,8,Colwyn,v2_12month,8.2,18-34,Female,West,Bachelor's or higher,Urban,0,0,0,4,5,2,3,3,4,1,2
R01057,1,Meridian,v1_3month,7.7,18-34,Female,Midwest,Bachelor's or higher,Rural,0,0,0,3,2,1,5,4,3,2,1
R01058,4,Colwyn,v2_12month,9.1,18-34,Male,West,High school or less,Urban,0,0,0,5,1,2,3,1,2,3,4
R01059,6,Colwyn,v2_12month,6.0,65+,Female,West,High school or less,Rural,1,1,1,1,5,3,2,5,4,2,1
R01060,3,Meridian,v2_12month,9.4,65+,Female,South,Bachelor's or higher,Rural,1,0,0,1,5,3,2,5,4,2,1
R01061,9,Colwyn,v2_12month,8.6,55-64,Female,South,High school or less,Rural,1,1,0,5,1,2,3,1,2,3,4
R01062,1,Meridian,v1_3month,5.1,18-34,Male,South,High school or less,Urban,0,0,0,1,5,4,3,5,4,3,2
R01063,8,Colwyn,v2_12month,9.4,18-34,Female,West,Some college,Urban,1,1,1,2,3,5,1,3,4,1,2
R01064,2,Meridian,v1_3month,7.5,65+,Male,West,Bachelor's or higher,Suburban,1,0,0,5,4,2,1,1,5,3,2
R01065,4,Colwyn,v2_12month,7.4,18-34,Female,South,High school or less,Urban,1,0,0,1,2,3,4,5,1,2,3
R01066,1,Meridian,v1_3month,5.4,65+,Female,Midwest,Some college,Suburban,1,0,0,5,4,3,2,1,5,4,3
R01067,2,Meridian,v1_3month,5.9,18-34,Female,Midwest,Some college,Suburban,0,0,0,2,3,5,1,1,2,4,5
R01068,3,Meridian,v2_12month,6.4,65+,Male,Midwest,High school or less,Rural,1,1,1,4,3,1,5,3,2,5,4
R01069,8,Colwyn,v2_12month,8.5,18-34,Female,Midwest,Bachelor's or higher,Suburban,0,0,0,4,5,1,2,5,1,2,3
R01070,4,Colwyn,v2_12month,6.1,18-34,Male,Midwest,Bachelor's or higher,Urban,0,0,0,4,5,2,3,5,1,3,4
R01071,6,Colwyn,v2_12month,1.6,18-34,Female,South,Some college,Urban,0,0,0,1,5,4,3,5,4,3,2
